"Ticker Symbol","Company Name","City","State","Salary Average","Salary Range"
"SZYM","Solazyme, Inc.","South San Francisco","CA","$164,583","$55,000  $250,000"
"TAC","TransAlta Corp.","Calgary","AB","",""
"TACT","TransAct Technologies Incorporated","Hamden","CT","",""
"TAIT","Taitron Components Inc.","","CA","$36,773","$34,820  $40,000"
"TAL","TAL International Group, Inc.","","NY","",""
"TASR","TASER International Inc.","Scottsdale","AZ","$77,250","$41,000  $150,000"
"TAST","Carrols Restaurant Group, Inc.","Syracuse","NY","",""
"TATT","TAT Technologies, Ltd.","Krotz Springs","LA","",""
"TAYD","Taylor Devices Inc.","North Tonawanda","NY","",""
"TBAC","Tandy Brands Accessories Inc.","Dallas","TX","",""
"TBI","TrueBlue, Inc.","Tacoma","WA","$83,113","$80,226  $86,000"
"TBSI","TBS International PLC","","","",""
"TC","Thompson Creek Metals Company Inc.","Littleton","CO","",""
"TCAP","Triangle Capital Corporation","Raleigh","NC","",""
"TCCO","Technical Communications Corp.","Concord","MA","$84,041","$49,712  $132,117"
"TCI","Transcontinental Realty Investors Inc.","Dallas","TX","",""
"SWM","Schweitzer-Mauduit International Inc.","Alpharetta","GA","",""
"SWN","Southwestern Energy Co.","Houston","TX","",""
"SWSH","Swisher Hygiene Inc.","Charlotte","NC","",""
"SWX","Southwest Gas Corporation","Las Vegas","NV","$72,296","$60,000  $85,000"
"SWY","Safeway Inc.","Pleasanton","CA","$98,647","$48,200  $180,000"
"SXC","SunCoke Energy Inc.","Knoxville","TN","",""
"SXCI","SXC Health Solutions, Corp.","Lisle","IL","$151,578","$68,494  $250,000"
"SXI","Standex International Corp.","Salem","NH","",""
"SXL","Sunoco Logistics Partners L.P.","Philadelphia","PA","$77,271","$59,176  $110,283"
"SXT","Sensient Technologies Corporation","Milwaukee","WI","",""
"SYKE","Sykes Enterprises, Incorporated","Tampa","FL","$88,230","$29,266  $180,180"
"SYMC","Symantec Corporation","Mountain View","CA","$94,124","$41,974  $250,000"
"SYMM","Symmetricom Inc.","San Jose","CA","$96,867","$69,160  $186,500"
"SYMX","Synthesis Energy Systems, Inc.","Houston","TX","",""
"SYNA","Synaptics Inc.","Santa Clara","CA","$89,912","$55,000  $144,350"
"SYNL","Synalloy Corp.","Spartanburg","SC","",""
"SYNM","Syntroleum Corp.","Tulsa","OK","$56,513","$40,000  $100,000"
"SYNO","Synovis Life Technologies Inc.","St Paul","MN","",""
"SYNT","Syntel, Inc.","Troy","MI","$56,112","$25,480  $102,000"
"SUI","Sun Communities Inc.","Southfield","MI","$71,705","$55,000  $95,000"
"SUMR","Summer Infant, Inc.","Woonsocket","RI","$40,929","$39,000  $45,500"
"SUN","Sunoco, Inc.","Philadelphia","PA","$74,943","$24,000  $185,000"
"SUNH","Sun Healthcare Group, Inc.","Irvine","CA","$70,720","$66,560  $74,880"
"SUP","Superior Industries International, Inc.","","CA","$63,190","$43,000  $92,000"
"SUPX","Supertex Inc.","Sunnyvale","CA","$79,077","$62,000  $185,000"
"SURG","Synergetics USA, Inc.","O'Fallon","MO","",""
"SURW","SureWest Communications","Roseville","CA","",""
"SUSS","Susser Holdings Corporation","Corpus Christi","TX","",""
"SUTR","Sutor Technology Group Limited","Bowling Green","MO","",""
"SVM","Silvercorp Metals Inc.","Vancouver","BC","",""
"SVU","SUPERVALU Inc.","Eden Prairie","MN","$98,495","$39,000  $450,000"
"SWC","Stillwater Mining Co.","Billings","Mt","",""
"SWFT","Swift Transportation Company","Phoenix","AZ","",""
"SWHC","Smith & Wesson Holding Corporation","Springfield","MA","$63,772","$32,000  $554,000"
"SWI","SolarWinds, Inc.","Austin","TX","$106,558","$76,253  $155,000"
"SWIR","Sierra Wireless Inc.","Richmond","BC","",""
"SWK","Stanley Black & Decker, Inc.","New Britain","CT","$68,900","$50,000  $82,200"
"SWKS","Skyworks Solutions Inc.","Woburn","MA","$85,631","$52,000  $153,090"
"STNG","Scorpio Tankers Inc.","","","",""
"STNR","Steiner Leisure Ltd.","","","",""
"STO","Statoil ASA","Stavanger","Rogaland","",""
"STON","Stonemor Partners LP","Levittown","PA","",""
"STP","Suntech Power Holdings Co. Ltd.","","","",""
"STR","Questar Corporation","Salt Lake City","UT","",""
"STRA","Strayer Education Inc.","Herndon","VA","$60,000","$50,000  $80,000"
"STRC","SRI Surgical Express Inc.","Tampa","FL","",""
"STRI","STR Holdings, Inc.","Enfield","CT","",""
"STRL","Sterling Construction Co. Inc.","Houston","TX","",""
"STRM","Streamline Health Solutions, Inc.","Cincinnati","OH","",""
"STRN","Sutron Corp.","Sterling","VA","$71,241","$49,254  $89,250"
"STRS","Stratus Properties Inc.","Austin","TX","",""
"STRT","Strattec Security Corp.","Milwaukee","WI","$58,667","$57,000  $62,000"
"STT","State Street Corp.","Boston","MA","$80,756","$35,300  $215,000"
"STWD","Starwood Property Trust, Inc.","Greenwich","CT","",""
"STX","Seagate Technology PLC","","","",""
"STXS","Stereotaxis Inc.","St Louis","MO","",""
"STZ","Constellation Brands Inc.","Victor","NY","$84,746","$56,100  $131,000"
"SU","Suncor Energy Inc.","Calgary","AB","",""
"SSNC","SS&C Technologies Holdings, Inc.","Windsor","CT","$63,014","$21,000  $112,249"
"SSP","The E. W. Scripps Company","Cincinnati","OH","",""
"SSRI","Silver Standard Resources Inc.","Vancouver","BC","",""
"SSS","Sovran Self Storage Inc.","Buffalo","NY","",""
"SSW","Seaspan Corp.","","","$42,463","$40,040  $44,886"
"SSYS","Stratasys Inc.","Eden Prairie","MN","$64,004","$63,500  $64,508"
"STAA","STAAR Surgical Company","Monrovia","CA","",""
"STAG","STAG Industrial, Inc.","Boston","MA","",""
"STB","Student Transportation, Inc.","Barrie","ON","",""
"STE","Steris Corp.","Mentor","OH","$76,673","$24,936  $220,000"
"STEC","STEC, Inc.","Santa Ana","CA","$95,692","$70,484  $155,000"
"STEI","Stewart Enterprises Inc.","New Orleans","LA","$58,489","$52,499  $69,429"
"STEM","StemCells Inc.","Newark","CA","$84,185","$58,000  $114,774"
"STJ","St. Jude Medical Inc.","St Paul","MN","",""
"STKL","SunOpta Inc.","Brampton","ON","",""
"STLD","Steel Dynamics Inc.","Fort Wayne","IN","$64,901","$43,971  $94,100"
"STLY","Stanley Furniture Co. Inc.","High Point","NC","",""
"STM","STMicroelectronics NV","Plan-Les-Ouates","GenÃ¨ve","",""
"STMP","Stamps.com Inc.","Los Angeles","CA","$98,111","$46,500  $220,000"
"STN","Stantec Inc.","Edmonton","AB","",""
"SPR","Spirit AeroSystems Holdings Inc","Wichita","KS","$100,000","$75,000  $125,000"
"SPRO","SmartPros Ltd.","Hawthorne","NY","",""
"SPRT","Support.com, Inc.","Redwood City","CA","$75,944","$25,000  $1,067,000"
"SPSC","SPS Commerce, Inc.","Minneapolis","MN","",""
"SPTN","Spartan Stores Inc.","Grand Rapids Charter Township","MI","",""
"SPW","SPX Corporation","Charlotte","NC","$70,521","$41,205  $110,350"
"SPWR","SunPower Corporation","San Jose","CA","$83,939","$60,000  $156,187"
"SQI","SciQuest, Inc.","Cary","NC","$95,235","$70,000  $141,706"
"SQNM","Sequenom Inc.","San Diego","CA","$92,602","$49,470  $112,000"
"SR","The Standard Register Company","Dayton","OH","",""
"SRCL","Stericycle, Inc.","Lake Forest","IL","$66,507","$40,997  $80,795"
"SRDX","SurModics Inc.","Eden Prairie","MN","$70,754","$57,000  $76,772"
"SRE","Sempra Energy","San Diego","CA","$82,442","$45,365  $185,000"
"SRI","Stoneridge Inc.","Warren","OH","$82,316","$74,214  $98,000"
"SRLS","SeraCare Life Sciences, Inc.","Milford","MA","$117,500","$100,000  $135,000"
"SRSL","SRS Labs Inc.","Santa Ana","CA","$84,064","$37,500  $110,000"
"SRT","StarTek, Inc.","Denver","CO","",""
"SRZ","Sunrise Senior Living Inc.","McLean","VA","$75,947","$27,437  $115,000"
"SSD","Simpson Manufacturing Co., Inc.","Pleasanton","CA","",""
"SSI","Stage Stores Inc.","Houston","TX","$81,263","$42,640  $110,000"
"SONE","S1 Corporation","Norcross","GA","$58,965","$39,229  $88,005"
"SONO","SonoSite Inc.","Bothell","WA","$83,699","$54,517  $135,200"
"SONS","Sonus Networks, Inc.","Westford","MA","$86,637","$60,600  $119,000"
"SPA","Sparton Corp.","Schaumburg","IL","",""
"SPAN","Span-America Medical Systems Inc.","Greenville","SC","",""
"SPAR","Spartan Motors Inc.","Charlotte","MI","",""
"SPB","Spectrum Brands Holdings, Inc.","Madison","WI","$80,540","$43,680  $150,236"
"SPBC","SP Bancorp, Inc.","Plano","TX","",""
"SPCHA","Sport Chalet Inc.","La CaÃ±ada Flintridge","CA","",""
"SPCHB","Sport Chalet Inc.","La CaÃ±ada Flintridge","CA","",""
"SPEX","Spherix Inc.","Bethesda","MD","$93,642","$70,000  $117,150"
"SPF","Standard Pacific Corp.","Irvine","CA","$99,825","$83,824  $125,000"
"SPG","Simon Property Group Inc.","Indianapolis","IN","$91,247","$70,000  $120,000"
"SPH","Suburban Propane Partners LP","","NJ","",""
"SPIR","Spire Corp.","Bedford","MA","$74,875","$50,000  $110,000"
"SPLS","Staples, Inc.","Framingham","MA","$78,420","$31,200  $1,002,960"
"SPN","Superior Energy Services, Inc.","New Orleans","LA","$74,400","$38,000  $86,500"
"SPNC","The Spectranetics Corporation","Colorado Springs","CO","$87,272","$61,360  $110,000"
"SPPI","Spectrum Pharmaceuticals, Inc.","Henderson","NV","",""
"SPPR","Supertel Hospitality, Inc.","Norfolk","NE","",""
"SNDK","SanDisk Corp.","Milpitas","CA","$95,441","$51,293  $915,000"
"SNFCA","Security National Financial Corp.","Salt Lake City","UT","",""
"SNH","Senior Housing Properties Trust","CHESTNUT HILL","MA","",""
"SNHY","Sun Hydraulics Corp.","Sarasota","FL","",""
"SNI","Scripps Networks Interactive, Inc.","Cincinnati","OH","$62,943","$58,885  $67,000"
"SNMX","Senomyx Inc.","San Diego","CA","$75,253","$53,000  $103,147"
"SNN","Smith & Nephew plc","","","$72,440","$14,000  $635,000"
"SNPS","Synopsys Inc.","Mountain View","CA","$87,636","$50,362  $185,000"
"SNSS","Sunesis Pharmaceuticals Inc.","South San Francisco","CA","$88,953","$48,000  $215,250"
"SNSTA","Sonesta International Hotels Corp.","Boston","MA","",""
"SNTA","Synta Pharmaceuticals Corp.","Lexington","MA","$79,188","$38,841  $142,099"
"SNTS","Santarus, Inc.","San Diego","CA","$106,296","$51,167  $156,690"
"SNX","SYNNEX Corp.","Fremont","CA","$66,435","$31,054  $125,000"
"SNY","Sanofi","","","$94,993","$40,872  $330,000"
"SO","Southern Company","Atlanta","GA","$69,620","$39,540  $122,000"
"SOA","Solutia Inc.","St Louis","MO","",""
"SOFO","Sonic Foundry Inc.","Madison","WI","$74,846","$55,390  $113,547"
"SON","Sonoco Products Co.","Hartsville","SC","$68,122","$31,616  $106,609"
"SONC","Sonic Corp.","Oklahoma City","OK","",""
"SLW","Silver Wheaton Corp.","Vancouver","BC","",""
"SLXP","Salix Pharmaceuticals Ltd.","Morrisville","NC","",""
"SM","SM Energy Company","Denver","CO","",""
"SMA","Symmetry Medical, Inc.","Warsaw","IN","",""
"SMBL","Smart Balance, Inc","Paramus","NJ","",""
"SMCI","Super Micro Computer, Inc.","San Jose","CA","$66,603","$35,000  $160,000"
"SMED","Sharps Compliance Corp.","Houston","TX","",""
"SMG","The Scotts Miracle-Gro Company","Marysville","OH","",""
"SMIT","Schmitt Industries Inc.","Portland","OR","",""
"SMRT","Stein Mart Inc.","Jacksonville","FL","",""
"SMS","Sims Metal Management Limited","","NY","",""
"SMSC","Standard Microsystems Corp.","Hauppauge","NY","$91,047","$43,470  $123,000"
"SMSI","Smith Micro Software Inc.","Aliso Viejo","CA","$91,654","$50,000  $132,000"
"SMT","Smart Technologies Inc.","Calgary","AB","",""
"SMTC","Semtech Corp.","Camarillo","CA","$84,135","$51,397  $200,000"
"SMTX","SMTC Corp.","Markham","ON","",""
"SN","Sanchez Energy Corporation","Houston","TX","",""
"SNA","Snap-on Inc.","Kenosha","WI","$74,205","$50,710  $91,960"
"SNAK","Inventure Foods, Inc.","Phoenix","AZ","",""
"SNCR","Synchronoss Technologies, Inc.","Bridgewater","NJ","$82,750","$60,000  $108,002"
"SJR","Shaw Communications, Inc.","Calgary","AB","",""
"SJT","San Juan Basin Royalty Trust","Fort Worth","TX","",""
"SJW","SJW Corp.","San Jose","CA","",""
"SKH","Skilled Healthcare Group, Inc.","","CA","",""
"SKM","SK Telecom Co. Ltd.","","","",""
"SKT","Tanger Factory Outlet Centers Inc.","Greensboro","NC","",""
"SKUL","Skullcandy, Inc.","Park City","UT","$103,889","$51,667  $135,000"
"SKX","Skechers USA Inc.","Manhattan Beach","CA","$82,606","$39,000  $125,000"
"SKY","Skyline Corp.","Elkhart","IN","",""
"SKYW","SkyWest Inc.","St George","UT","",""
"SLAB","Silicon Laboratories Inc.","Austin","TX","$93,761","$47,049  $135,000"
"SLB","Schlumberger Limited","Houston","TX","",""
"SLE","Sara Lee Corp.","Downers Grove","IL","$84,410","$39,000  $675,000"
"SLH","Solera Holdings Inc.","Westlake","TX","",""
"SLM","SLM Corporation","Newark","DE","",""
"SLMAP","SLM Corporation","Newark","DE","",""
"SLMBP","SLM Corporation","Newark","DE","",""
"SLP","Simulations Plus Inc.","Lancaster","CA","$65,269","$50,000  $80,000"
"SLTC","Selectica Inc.","San Jose","CA","$84,744","$52,811  $123,500"
"SLTM","Solta Medical, Inc.","Hayward","CA","",""
"SHLD","Sears Holdings Corporation","Hoffman Estates","IL","$93,988","$36,960  $950,000"
"SHLM","A. Schulman, Inc.","Akron","OH","$51,435","$45,000  $57,000"
"SHLO","Shiloh Industries Inc.","","OH","$66,370","$61,000  $71,740"
"SHO","Sunstone Hotel Investors Inc.","Aliso Viejo","CA","",""
"SHOO","Steven Madden, Ltd.","","NY","$139,581","$45,906  $350,000"
"SHOR","ShoreTel, Inc.","Sunnyvale","CA","$96,796","$60,382  $150,000"
"SHPGY","Shire plc","","","$88,359","$40,370  $290,000"
"SHS","Sauer-Danfoss Inc.","Ames","IA","$73,652","$47,000  $112,681"
"SHW","The Sherwin-Williams Company","Cleveland","OH","",""
"SIAL","Sigma-Aldrich Corporation","St Louis","MO","",""
"SIGM","Sigma Designs, Inc.","Milpitas","CA","$88,306","$60,000  $135,000"
"SILC","Silicom Ltd.","","","",""
"SIM","Grupo Simec S.A.B. de C.V.","Mineral Ridge","OH","",""
"SIMG","Silicon Image, Inc.","Sunnyvale","CA","$98,669","$58,053  $161,533"
"SIMO","Silicon Motion Technology Corp.","ç«¹åå¸","æ°ç«¹ç¸£","",""
"SIRO","Sirona Dental Systems Inc.","","NY","",""
"SIX","Six Flags Entertainment Corporation","Grand Prairie","TX","",""
"SJI","South Jersey Industries, Inc.","","","",""
"SJM","The J. M. Smucker Company","Orrville","OH","",""
"SEP","Spectra Energy Partners, LP","Houston","TX","",""
"SEV","Sevcon, Inc.","Southborough","MA","",""
"SFD","Smithfield Foods Inc.","Smithfield","VA","$85,896","$60,000  $115,271"
"SFE","Safeguard Scientifics, Inc.","","PA","",""
"SFLY","Shutterfly, Inc.","Redwood City","CA","$116,082","$59,405  $175,000"
"SFSF","SuccessFactors, Inc.","San Mateo","CA","$96,533","$50,000  $195,000"
"SFY","Swift Energy Co.","Houston","TX","$91,493","$76,000  $101,230"
"SGC","Superior Uniform Group Inc.","Seminole","FL","",""
"SGEN","Seattle Genetics Inc.","Bothell","WA","$92,035","$30,000  $325,000"
"SGI","Silicon Graphics International Corp.","Fremont","CA","$72,032","$63,600  $86,320"
"SGK","Schawk Inc.","Des Plaines","IL","$68,556","$38,000  $108,000"
"SGMA","SigmaTron International Inc.","Elk Grove Village","IL","",""
"SGNT","Sagent Pharmaceuticals, Inc.","Schaumburg","IL","$55,500","$45,000  $86,000"
"SGRP","Spar Group Inc.","Tarrytown","NY","$75,838","$70,373  $79,732"
"SGY","Stone Energy Corp.","Lafayette","LA","",""
"SHAW","Shaw Group Inc.","Baton Rouge","LA","$66,370","$35,000  $125,000"
"SHEN","Shenandoah Telecommunications Co.","Edinburg","VA","",""
"SHFL","Shuffle Master Inc.","Las Vegas","NV","$89,484","$34,923  $200,000"
"SHIP","Seanergy Maritime Holdings Corp.","ÎÎ»ÏÏÎ¬Î´Î±","ÎÏÏÎ¹ÎºÎ®","",""
"SCON","Superconductor Technologies Inc.","Santa Barbara","CA","$83,210","$43,014  $110,000"
"SCOR","comScore, Inc.","Reston","VA","$71,105","$30,000  $495,000"
"SCS","Steelcase Inc.","Grand Rapids","MI","$67,565","$42,000  $102,176"
"SCSC","ScanSource, Inc.","Greenville","SC","$45,500","$36,000  $55,000"
"SCSS","Select Comfort Corporation","Minneapolis","MN","$93,810","$49,442  $130,000"
"SCVL","Shoe Carnival Inc.","Evansville","IN","$43,225","$41,143  $45,306"
"SCX","LS Starrett Co.","Athol","MA","",""
"SD","SandRidge Energy, Inc.","Oklahoma City","OK","",""
"SDBT","SoundBite Communications, Inc.","Bedford","MA","$82,638","$63,000  $110,000"
"SDIX","Strategic Diagnostics Inc.","Newark","DE","",""
"SE","Spectra Energy Corp.","Houston","TX","",""
"SEAC","SeaChange International Inc.","Acton","MA","$79,250","$50,000  $123,600"
"SEE","Sealed Air Corporation","Elmwood Park","NJ","$98,626","$54,300  $400,000"
"SEH","Spartech Corp.","Clayton","MO","$82,696","$67,500  $92,700"
"SEIC","SEI Investments Co.","Collegeville","PA","$71,182","$25,000  $144,000"
"SEM","Select Medical Holdings Corporation","Mechanicsburg","PA","$62,662","$35,360  $74,818"
"SEMG","SemGroup Corporation","Tulsa","OK","",""
"SENEA","Seneca Foods Corp.","","NY","$73,337","$67,000  $81,562"
"SENEB","Seneca Foods Corp.","","NY","$73,337","$67,000  $81,562"
"SATC","Satcon Technology Corporation","Boston","MA","$82,972","$65,000  $106,080"
"SATS","EchoStar Corp.","Englewood","CO","$67,894","$40,000  $99,300"
"SAVE","Spirit Airlines, Inc.","Miramar","FL","$100,000","$40,000  $335,000"
"SB","Safe Bulkers, Inc.","Voula","Attiki","",""
"SBAC","SBA Communications Corp.","Boca Raton","FL","",""
"SBGI","Sinclair Broadcast Group Inc.","Cockeysville","MD","",""
"SBH","Sally Beauty Holdings Inc.","Denton","TX","",""
"SBLK","Star Bulk Carriers Corp.","ÎÎ¼Î±ÏÎ¿ÏÏÎ¯Î¿Ï","ÎÏÏÎ¹ÎºÎ®","",""
"SBR","Sabine Royalty Trust","Dallas","TX","",""
"SBUX","Starbucks Corporation","Seattle","WA","$86,761","$30,500  $215,000"
"SCCO","Southern Copper Corp.","Phoenix","AZ","",""
"SCHN","Schnitzer Steel Industries Inc.","Portland","OR","$79,320","$70,000  $90,000"
"SCHS","School Specialty Inc.","","WI","$84,751","$44,221  $180,000"
"SCI","Service Corp. International","Houston","TX","$60,120","$26,000  $112,000"
"SCIL","Scientific Learning Corp.","Oakland","CA","",""
"SCKT","Socket Mobile, Inc.","Newark","CA","$78,000","$62,000  $95,000"
"SCL","Stepan Company","Northfield","IL","",""
"SCLN","SciClone Pharmaceuticals, Inc.","Foster City","CA","",""
"SCMP","Sucampo Pharmaceuticals, Inc.","Bethesda","MD","$112,104","$96,311  $120,000"
"RUSHB","Rush Enterprises, Inc.","New Braunfels","TX","",""
"RUTH","Ruth's Hospitality Group Inc.","Heathrow","FL","",""
"RVBD","Riverbed Technology, Inc.","San Francisco","CA","$92,809","$60,000  $156,000"
"RVSN","Radvision Ltd.","","","$71,667","$57,000  $83,000"
"RWT","Redwood Trust Inc.","Mill Valley","CA","",""
"RYAAY","Ryanair Holdings plc","Dublin","County Dublin","",""
"RYL","Ryland Group Inc.","Westlake Village","CA","",""
"RYN","Rayonier Inc.","Jacksonville","FL","$70,901","$53,350  $88,941"
"S","Sprint Nextel Corp.","Overland Park","KS","$75,792","$41,995  $145,000"
"SAAS","inContact, Inc.","Midvale","UT","$66,927","$66,830  $66,976"
"SAFM","Sanderson Farms, Inc.","Laurel","MS","",""
"SAH","Sonic Automotive Inc.","Charlotte","NC","",""
"SAI","SAIC, Inc.","McLean","VA","$71,587","$43,750  $130,000"
"SAIA","Saia, Inc.","Johns Creek","GA","",""
"SALM","Salem Communications Corp.","Camarillo","CA","",""
"SAM","Boston Beer Co. Inc.","Boston","MA","$88,486","$50,000  $125,000"
"SANM","Sanmina-SCI Corp.","San Jose","CA","$78,549","$32,136  $170,000"
"SANW","S&W Seed Company","","CA","",""
"SAP","SAP AG","Walldorf","Baden-WÃ¼rttemberg","",""
"SAPE","Sapient Corp.","Boston","MA","$92,150","$33,500  $496,000"
"RRC","Range Resources Corporation","Fort Worth","TX","$70,804","$50,000  $90,000"
"RRD","R.R. Donnelley & Sons Company","Chicago","IL","$77,661","$35,000  $108,098"
"RRGB","Red Robin Gourmet Burgers Inc.","Greenwood Village","CO","$84,000","$77,000  $87,500"
"RRMS","Rose Rock Midstream, L.P.","Tulsa","OK","",""
"RRR","RSC Holdings, Inc.","Scottsdale","AZ","",""
"RRTS","Roadrunner Transportation Systems, Inc.","Cudahy","WI","",""
"RS","Reliance Steel & Aluminum Co.","Los Angeles","CA","$78,971","$73,778  $85,000"
"RSG","Republic Services, Inc.","Phoenix","AZ","$48,412","$35,485  $56,909"
"RSH","RadioShack Corp.","Fort Worth","TX","$132,566","$48,700  $515,000"
